Gene_set	Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
GO_Biological_Process_2023	Response To Cytokine (GO:0034097)	4/125	1.386574e-06	4.672756e-04	0	0	6.566942e+01	8.857934e+02	IFITM3;IFITM2;ANXA1;TIMP1
GO_Biological_Process_2023	Regulation Of Viral Entry Into Host Cell (GO:0046596)	3/44	3.555205e-06	5.990521e-04	0	0	1.326718e+02	1.664647e+03	IFITM3;IFITM2;LGALS1
GO_Biological_Process_2023	Response To Type II Interferon (GO:0034341)	3/80	2.172993e-05	2.440996e-03	0	0	7.051594e+01	7.571169e+02	IFITM3;IFITM2;CCL21
GO_Biological_Process_2023	Response To Interferon-Alpha (GO:0035455)	2/17	6.151006e-05	4.662140e-03	0	0	2.219000e+02	2.151611e+03	IFITM3;IFITM2
GO_Biological_Process_2023	Negative Regulation Of Viral Entry Into Host Cell (GO:0046597)	2/18	6.917121e-05	4.662140e-03	0	0	2.080208e+02	1.992616e+03	IFITM3;IFITM2
GO_Biological_Process_2023	Negative Regulation Of Viral Life Cycle (GO:1903901)	2/20	8.583036e-05	4.820805e-03	0	0	1.848889e+02	1.731140e+03	IFITM3;IFITM2
GO_Biological_Process_2023	Gliogenesis (GO:0042063)	2/24	1.244809e-04	5.992868e-03	0	0	1.512424e+02	1.359875e+03	ANXA1;CD9
GO_Biological_Process_2023	Peptide Cross-Linking (GO:0018149)	2/27	1.581178e-04	6.158608e-03	0	0	1.330733e+02	1.164681e+03	ANXA1;TGM2
GO_Biological_Process_2023	Apoptotic Cell Clearance (GO:0043277)	2/28	1.702127e-04	6.158608e-03	0	0	1.279487e+02	1.110398e+03	ANXA1;TGM2
GO_Biological_Process_2023	Response To Interferon-Beta (GO:0035456)	2/29	1.827480e-04	6.158608e-03	0	0	1.232037e+02	1.060464e+03	IFITM3;IFITM2
GO_Biological_Process_2023	Type I Interferon-Mediated Signaling Pathway (GO:0060337)	2/37	2.988222e-04	8.854603e-03	0	0	9.500476e+01	7.710265e+02	IFITM3;IFITM2
GO_Biological_Process_2023	Cellular Response To Type I Interferon (GO:0071357)	2/38	3.152975e-04	8.854603e-03	0	0	9.236111e+01	7.446147e+02	IFITM3;IFITM2
GO_Biological_Process_2023	Negative Regulation Of Proteolysis (GO:0045861)	2/41	3.673317e-04	9.522368e-03	0	0	8.524359e+01	6.742125e+02	CST3;TIMP1
GO_Biological_Process_2023	Interferon-Mediated Signaling Pathway (GO:0140888)	2/49	5.251261e-04	1.264054e-02	0	0	7.070567e+01	5.339602e+02	IFITM3;IFITM2
GO_Biological_Process_2023	Receptor Internalization (GO:0031623)	2/51	5.688783e-04	1.264181e-02	0	0	6.781293e+01	5.066876e+02	RAMP2;CD9
GO_Biological_Process_2023	Negative Regulation Of Viral Genome Replication (GO:0045071)	2/53	6.143436e-04	1.264181e-02	0	0	6.514706e+01	4.817596e+02	IFITM3;IFITM2
GO_Biological_Process_2023	Negative Regulation Of Protein Catabolic Process (GO:0042177)	2/54	6.377173e-04	1.264181e-02	0	0	6.389103e+01	4.700856e+02	CST3;TIMP1
GO_Biological_Process_2023	Negative Regulation Of Peptidase Activity (GO:0010466)	2/60	7.869018e-04	1.442451e-02	0	0	5.726437e+01	4.092917e+02	CST3;TIMP1
GO_Biological_Process_2023	Negative Regulation Of Viral Process (GO:0048525)	2/61	8.132514e-04	1.442451e-02	0	0	5.629096e+01	4.004804e+02	IFITM3;IFITM2
GO_Biological_Process_2023	Negative Regulation Of Endopeptidase Activity (GO:0010951)	2/66	9.513347e-04	1.573011e-02	0	0	5.188021e+01	3.609641e+02	CST3;TIMP1
GO_Biological_Process_2023	Regulation Of Viral Genome Replication (GO:0045069)	2/67	9.802147e-04	1.573011e-02	0	0	5.107949e+01	3.538654e+02	IFITM3;IFITM2
GO_Biological_Process_2023	Phagocytosis (GO:0006909)	2/69	1.039234e-03	1.591918e-02	0	0	4.954975e+01	3.403707e+02	ANXA1;TGM2
GO_Biological_Process_2023	Cell-Cell Junction Assembly (GO:0007043)	2/71	1.099929e-03	1.611635e-02	0	0	4.810870e+01	3.277409e+02	RAMP2;CD9
GO_Biological_Process_2023	Granulocyte Chemotaxis (GO:0071621)	2/73	1.162296e-03	1.632057e-02	0	0	4.674883e+01	3.158986e+02	ANXA1;CCL21
GO_Biological_Process_2023	Response To Interleukin-1 (GO:0070555)	2/85	1.571365e-03	2.118200e-02	0	0	3.996586e+01	2.580120e+02	ANXA1;CCL21
GO_Biological_Process_2023	Positive Regulation Of Cell Adhesion (GO:0045785)	2/88	1.682907e-03	2.181307e-02	0	0	3.856589e+01	2.463293e+02	CCL21;TGM2
GO_Biological_Process_2023	Cellular Response To Hormone Stimulus (GO:0032870)	2/94	1.917026e-03	2.392732e-02	0	0	3.603986e+01	2.255007e+02	RAMP2;TFPI
GO_Biological_Process_2023	Receptor-Mediated Endocytosis (GO:0006898)	2/122	3.201141e-03	2.833834e-02	0	0	2.759167e+01	1.584934e+02	RAMP2;CD9
GO_Biological_Process_2023	Negative Regulation Of Endoplasmic Reticulum Calcium Ion Concentration (GO:0032471)	1/5	3.495399e-03	2.833834e-02	0	0	3.842692e+02	2.173545e+03	TGM2
GO_Biological_Process_2023	Establishment Of Lymphocyte Polarity (GO:0001767)	1/5	3.495399e-03	2.833834e-02	0	0	3.842692e+02	2.173545e+03	CCL21
GO_Biological_Process_2023	Positive Regulation Of Antigen Processing And Presentation (GO:0002579)	1/5	3.495399e-03	2.833834e-02	0	0	3.842692e+02	2.173545e+03	CCL21
GO_Biological_Process_2023	Amylin Receptor Signaling Pathway (GO:0097647)	1/5	3.495399e-03	2.833834e-02	0	0	3.842692e+02	2.173545e+03	RAMP2
GO_Biological_Process_2023	Negative Regulation Of Trophoblast Cell Migration (GO:1901164)	1/5	3.495399e-03	2.833834e-02	0	0	3.842692e+02	2.173545e+03	TIMP1
GO_Biological_Process_2023	Regulation Of Blood Vessel Remodeling (GO:0060312)	1/5	3.495399e-03	2.833834e-02	0	0	3.842692e+02	2.173545e+03	CST3
GO_Biological_Process_2023	Positive Regulation Of Dendritic Cell Antigen Processing And Presentation (GO:0002606)	1/5	3.495399e-03	2.833834e-02	0	0	3.842692e+02	2.173545e+03	CCL21
GO_Biological_Process_2023	Positive Regulation Of Vesicle Fusion (GO:0031340)	1/5	3.495399e-03	2.833834e-02	0	0	3.842692e+02	2.173545e+03	ANXA1
GO_Biological_Process_2023	Negative Regulation Of Membrane Protein Ectodomain Proteolysis (GO:0051045)	1/6	4.193120e-03	2.833834e-02	0	0	3.074000e+02	1.682803e+03	TIMP1
GO_Biological_Process_2023	Cellular Response To Monoamine Stimulus (GO:0071868)	1/6	4.193120e-03	2.833834e-02	0	0	3.074000e+02	1.682803e+03	TGM2
GO_Biological_Process_2023	Vascular Associated Smooth Muscle Cell Development (GO:0097084)	1/6	4.193120e-03	2.833834e-02	0	0	3.074000e+02	1.682803e+03	RAMP2
GO_Biological_Process_2023	Response To Cocaine (GO:0042220)	1/6	4.193120e-03	2.833834e-02	0	0	3.074000e+02	1.682803e+03	TGM2
GO_Biological_Process_2023	Regulation Of Metallopeptidase Activity (GO:1905048)	1/6	4.193120e-03	2.833834e-02	0	0	3.074000e+02	1.682803e+03	TIMP1
GO_Biological_Process_2023	Positive Regulation Of Unsaturated Fatty Acid Biosynthetic Process (GO:2001280)	1/6	4.193120e-03	2.833834e-02	0	0	3.074000e+02	1.682803e+03	ANXA1
GO_Biological_Process_2023	Calcitonin Family Receptor Signaling Pathway (GO:0097646)	1/6	4.193120e-03	2.833834e-02	0	0	3.074000e+02	1.682803e+03	RAMP2
GO_Biological_Process_2023	Negative Regulation Of Dendritic Cell Apoptotic Process (GO:2000669)	1/6	4.193120e-03	2.833834e-02	0	0	3.074000e+02	1.682803e+03	CCL21
GO_Biological_Process_2023	Defense Response To Symbiont (GO:0140546)	2/148	4.669059e-03	2.833834e-02	0	0	2.264840e+01	1.215494e+02	IFITM3;IFITM2
GO_Biological_Process_2023	Positive Regulation Of Leukocyte Differentiation (GO:1902107)	1/7	4.890388e-03	2.833834e-02	0	0	2.561538e+02	1.362862e+03	LGALS1
GO_Biological_Process_2023	Positive Regulation Of Myeloid Cell Apoptotic Process (GO:0033034)	1/7	4.890388e-03	2.833834e-02	0	0	2.561538e+02	1.362862e+03	ANXA1
GO_Biological_Process_2023	Negative Regulation Of Phospholipase Activity (GO:0010519)	1/7	4.890388e-03	2.833834e-02	0	0	2.561538e+02	1.362862e+03	ANXA1
GO_Biological_Process_2023	Myoblast Migration (GO:0051451)	1/7	4.890388e-03	2.833834e-02	0	0	2.561538e+02	1.362862e+03	ANXA1
GO_Biological_Process_2023	Immunological Synapse Formation (GO:0001771)	1/7	4.890388e-03	2.833834e-02	0	0	2.561538e+02	1.362862e+03	CCL21
GO_Biological_Process_2023	Regulation Of Apoptotic Cell Clearance (GO:2000425)	1/7	4.890388e-03	2.833834e-02	0	0	2.561538e+02	1.362862e+03	TGM2
GO_Biological_Process_2023	Positive Regulation Of Dendritic Cell Chemotaxis (GO:2000510)	1/7	4.890388e-03	2.833834e-02	0	0	2.561538e+02	1.362862e+03	CCL21
GO_Biological_Process_2023	Regulation Of Phospholipase A2 Activity (GO:0032429)	1/7	4.890388e-03	2.833834e-02	0	0	2.561538e+02	1.362862e+03	ANXA1
GO_Biological_Process_2023	Cellular Response To Organic Cyclic Compound (GO:0071407)	2/152	4.917872e-03	2.833834e-02	0	0	2.204000e+01	1.171399e+02	TFPI;TGM2
GO_Biological_Process_2023	Cellular Response To Growth Factor Stimulus (GO:0071363)	2/155	5.108447e-03	2.833834e-02	0	0	2.160458e+01	1.140043e+02	RAMP2;ANXA1
GO_Biological_Process_2023	Positive Regulation Of Response To External Stimulus (GO:0032103)	2/155	5.108447e-03	2.833834e-02	0	0	2.160458e+01	1.140043e+02	LGALS1;CCL21
GO_Biological_Process_2023	Positive Regulation Of Intracellular Signal Transduction (GO:1902533)	3/525	5.275103e-03	2.833834e-02	0	0	1.016928e+01	5.333540e+01	LGALS1;CCL21;TGM2
GO_Biological_Process_2023	Regulation Of Dendritic Cell Antigen Processing And Presentation (GO:0002604)	1/8	5.587202e-03	2.833834e-02	0	0	2.195495e+02	1.138864e+03	CCL21
GO_Biological_Process_2023	Positive Regulation Of Mitochondrial Calcium Ion Concentration (GO:0051561)	1/8	5.587202e-03	2.833834e-02	0	0	2.195495e+02	1.138864e+03	TGM2
GO_Biological_Process_2023	Vascular Associated Smooth Muscle Cell Differentiation (GO:0035886)	1/8	5.587202e-03	2.833834e-02	0	0	2.195495e+02	1.138864e+03	RAMP2
GO_Biological_Process_2023	Negative Regulation Of Platelet Aggregation (GO:0090331)	1/8	5.587202e-03	2.833834e-02	0	0	2.195495e+02	1.138864e+03	CD9
GO_Biological_Process_2023	Regulation Of Vesicle Fusion (GO:0031338)	1/8	5.587202e-03	2.833834e-02	0	0	2.195495e+02	1.138864e+03	ANXA1
GO_Biological_Process_2023	Negative Regulation Of Extracellular Matrix Organization (GO:1903054)	1/9	6.283564e-03	2.833834e-02	0	0	1.920962e+02	9.738925e+02	CST3
GO_Biological_Process_2023	Regulation Of Dendritic Cell Apoptotic Process (GO:2000668)	1/9	6.283564e-03	2.833834e-02	0	0	1.920962e+02	9.738925e+02	CCL21
GO_Biological_Process_2023	Granulocyte Migration (GO:0097530)	1/9	6.283564e-03	2.833834e-02	0	0	1.920962e+02	9.738925e+02	ANXA1
GO_Biological_Process_2023	Myelin Assembly (GO:0032288)	1/9	6.283564e-03	2.833834e-02	0	0	1.920962e+02	9.738925e+02	CD9
GO_Biological_Process_2023	Adherens Junction Assembly (GO:0034333)	1/9	6.283564e-03	2.833834e-02	0	0	1.920962e+02	9.738925e+02	RAMP2
GO_Biological_Process_2023	Arachidonate Transport (GO:1903963)	1/9	6.283564e-03	2.833834e-02	0	0	1.920962e+02	9.738925e+02	ANXA1
GO_Biological_Process_2023	Arachidonic Acid Secretion (GO:0050482)	1/9	6.283564e-03	2.833834e-02	0	0	1.920962e+02	9.738925e+02	ANXA1
GO_Biological_Process_2023	Dopamine Transport (GO:0015872)	1/9	6.283564e-03	2.833834e-02	0	0	1.920962e+02	9.738925e+02	TGM2
GO_Biological_Process_2023	Embryonic Eye Morphogenesis (GO:0048048)	1/9	6.283564e-03	2.833834e-02	0	0	1.920962e+02	9.738925e+02	EFEMP1
GO_Biological_Process_2023	Skeletal Muscle Tissue Regeneration (GO:0043403)	1/9	6.283564e-03	2.833834e-02	0	0	1.920962e+02	9.738925e+02	ANXA1
GO_Biological_Process_2023	Positive Regulation Of I-kappaB kinase/NF-kappaB Signaling (GO:0043123)	2/175	6.464820e-03	2.833834e-02	0	0	1.908767e+01	9.622819e+01	LGALS1;CCL21
GO_Biological_Process_2023	Positive Regulation Of Hydrolase Activity (GO:0051345)	2/176	6.536519e-03	2.833834e-02	0	0	1.897701e+01	9.546102e+01	CCL21;TGM2
GO_Biological_Process_2023	Negative Regulation Of Hemostasis (GO:1900047)	1/10	6.979474e-03	2.833834e-02	0	0	1.707436e+02	8.477047e+02	TFPI
GO_Biological_Process_2023	Negative Regulation Of Homotypic Cell-Cell Adhesion (GO:0034111)	1/10	6.979474e-03	2.833834e-02	0	0	1.707436e+02	8.477047e+02	CD9
GO_Biological_Process_2023	Regulation Of Dendritic Cell Differentiation (GO:2001198)	1/10	6.979474e-03	2.833834e-02	0	0	1.707436e+02	8.477047e+02	LGALS1
GO_Biological_Process_2023	Cellular Response To UV-A (GO:0071492)	1/10	6.979474e-03	2.833834e-02	0	0	1.707436e+02	8.477047e+02	TIMP1
GO_Biological_Process_2023	Regulation Of Glycoprotein Biosynthetic Process (GO:0010559)	1/10	6.979474e-03	2.833834e-02	0	0	1.707436e+02	8.477047e+02	CCL21
GO_Biological_Process_2023	Urogenital System Development (GO:0001655)	1/10	6.979474e-03	2.833834e-02	0	0	1.707436e+02	8.477047e+02	ANXA1
GO_Biological_Process_2023	Response To Prostaglandin E (GO:0034695)	1/10	6.979474e-03	2.833834e-02	0	0	1.707436e+02	8.477047e+02	CCL21
GO_Biological_Process_2023	Basement Membrane Organization (GO:0071711)	1/10	6.979474e-03	2.833834e-02	0	0	1.707436e+02	8.477047e+02	RAMP2
GO_Biological_Process_2023	Signal Release (GO:0023061)	1/10	6.979474e-03	2.833834e-02	0	0	1.707436e+02	8.477047e+02	TGM2
GO_Biological_Process_2023	Positive Regulation Of Cellular Process (GO:0048522)	3/594	7.429513e-03	2.906125e-02	0	0	8.950162e+00	4.387633e+01	CCL21;TIMP1;TGM2
